acc_x,acc_y,acc_z,vel_x,vel_y,vel_z,ang_acc_roll,ang_acc_pitch,ang_acc_yaw,ang_vel_roll,ang_vel_pitch,ang_vel_yaw,x,y,z,roll,pitch,yaw,u1,u2,u3,x1,x2,x3,x4,x5,x6,u1_d,u2_d,u3_d,pwm_1,pwm_2,pwm_3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999999481084823,0.0,0.0,0.009999999533722157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999999481084823,0.0,0.0,0.019999999067444315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.029999998044540382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999994695519103,0.0,0.0,0.03999999527132242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.049999994248418486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.05999999322551455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.06999999220261062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012333464110270143,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.07999999117970667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015974773559719324,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.08999999015680274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020085927098989487,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000013841893396,0.0,0.0,0.09999999677221673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002466693054884672,0.0,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000026061146357,0.0,0.0,0.11000000975182496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029717779252678156,-0.0010815809946507215,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000009968557446,0.0,0.0,0.12000001445605345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003523847321048379,-0.0012825176818296313,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000012618734675,0.0,0.0,0.1300000204344056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004122901242226362,-0.0015005555469542742,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000012618734675,0.0,0.0,0.14000002641275774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004768940154463053,-0.0017356942407786846,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000000476837158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0000026061146357,0.0,0.0,0.15000003939236597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005461963824927807,-0.001987934112548828,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.9999998056122024,0.0,0.0,0.16000003836946203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006201971787959337,-0.0022572746966034174,-24.84000015258789,0.0,0.0,-19.999988555908203,0.0,0.0,0.0,5.000002861022949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
